Date,Mountain,x,y
42220,0,-2,-2
42221,0,-2,-2
42222,0,-2,-2
42223,0,-2,-2
42224,0,-2,-2
42225,0,-2,-2
42226,0,-2,-2
42227,0,-2,-2
42228,0,-2,-2
42229,0,-2,-2
42230,0,-2,-2
42231,0,-2,-2
42232,Panther Mountain,8,18
42233,0,-2,-2
42234,0,-2,-2
42235,0,-2,-2
42236,0,-2,-2
42237,0,-2,-2
42238,0,-2,-2
42239,0,-2,-2
42240,0,-2,-2
42241,0,-2,-2
42242,0,-2,-2
42243,0,-2,-2
42244,0,-2,-2
42245,0,-2,-2
42246,0,-2,-2
42247,0,-2,-2
42248,0,-2,-2
42249,0,-2,-2
42250,0,-2,-2
42251,0,-2,-2
42252,0,-2,-2
42253,Table Mountain,9,26
42254,Peekamoose Mountain,9,25
42255,0,-2,-2
42256,0,-2,-2
42257,0,-2,-2
42258,0,-2,-2
42259,0,-2,-2
42260,0,-2,-2
42261,0,-2,-2
42262,0,-2,-2
42263,0,-2,-2
42264,0,-2,-2
42265,0,-2,-2
42266,0,-2,-2
42267,0,-2,-2
42268,0,-2,-2
42269,0,-2,-2
42270,0,-2,-2
42271,0,-2,-2
42272,0,-2,-2
42273,0,-2,-2
42274,West Kill,9,30
42275,0,-2,-2
42276,0,-2,-2
42277,0,-2,-2
42278,0,-2,-2
42279,0,-2,-2
42280,0,-2,-2
42281,0,-2,-2
42282,0,-2,-2
42283,0,-2,-2
42284,0,-2,-2
42285,0,-2,-2
42286,0,-2,-2
42287,0,-2,-2
42288,0,-2,-2
42289,0,-2,-2
42290,0,-2,-2
42291,0,-2,-2
42292,Cornell Mountain,10,27
42293,Wittenberg Mountain,10,22
42294,0,-2,-2
42295,0,-2,-2
42296,0,-2,-2
42297,0,-2,-2
42298,0,-2,-2
42299,0,-2,-2
42300,0,-2,-2
42301,0,-2,-2
42302,0,-2,-2
42303,0,-2,-2
42304,0,-2,-2
42305,0,-2,-2
42306,0,-2,-2
42307,0,-2,-2
42308,0,-2,-2
42309,Table Mountain,11,26
42310,0,-2,-2
42311,0,-2,-2
42312,0,-2,-2
42313,0,-2,-2
42314,0,-2,-2
42315,0,-2,-2
42316,0,-2,-2
42317,0,-2,-2
42318,0,-2,-2
42319,0,-2,-2
42320,0,-2,-2
42321,0,-2,-2
42322,0,-2,-2
42323,0,-2,-2
42324,0,-2,-2
42325,Plateau Mountain,11,24
42326,Sugarloaf Mountain,11,23
42327,0,-2,-2
42328,0,-2,-2
42329,0,-2,-2
42330,0,-2,-2
42331,0,-2,-2
42332,0,-2,-2
42333,0,-2,-2
42334,0,-2,-2
42335,0,-2,-2
42336,0,-2,-2
42337,0,-2,-2
42338,0,-2,-2
42339,0,-2,-2
42340,0,-2,-2
42341,0,-2,-2
42342,0,-2,-2
42343,0,-2,-2
42344,0,-2,-2
42345,0,-2,-2
42346,0,-2,-2
42347,0,-2,-2
42348,0,-2,-2
42349,0,-2,-2
42350,0,-2,-2
42351,0,-2,-2
42352,0,-2,-2
42353,0,-2,-2
42354,0,-2,-2
42355,0,-2,-2
42356,0,-2,-2
42357,0,-2,-2
42358,0,-2,-2
42359,Cornell Mountain,12,27
42360,Wittenberg Mountain,12,22
42361,0,-2,-2
42362,Halcott Mountain,12,4
42363,0,-2,-2
42364,Kaaterskill High Peak,12,14
42365,0,-2,-2
42366,Big Indian Mountain,12,17
42367,Fir Mountain,12,11
42368,West Kill,12,30
42369,0,-2,-2
42370,0,-2,-2
42371,0,-2,-2
42372,Doubletop Mountain,1,28
42373,0,-2,-2
42374,0,-2,-2
42375,0,-2,-2
42376,0,-2,-2
42377,0,-2,-2
42378,0,-2,-2
42379,0,-2,-2
42380,0,-2,-2
42381,0,-2,-2
42382,0,-2,-2
42383,0,-2,-2
42384,0,-2,-2
42385,0,-2,-2
42386,Panther Mountain,1,18
42387,0,-2,-2
42388,0,-2,-2
42389,0,-2,-2
42390,0,-2,-2
42391,0,-2,-2
42392,0,-2,-2
42393,Black Dome,1,33
42394,Blackhead,1,31
42395,Thomas Cole,1,32
42396,0,-2,-2
42397,0,-2,-2
42398,0,-2,-2
42399,Balsam Mountain,1,8
42400,Eagle Mountain,1,9
42401,,-2,-2
42402,0,-2,-2
42403,0,-2,-2
42404,0,-2,-2
42405,0,-2,-2
42406,Lone Mountain,2,19
42407,Rocky Mountain,2,1
42408,0,-2,-2
42409,0,-2,-2
42410,0,-2,-2
42411,0,-2,-2
42412,0,-2,-2
42413,0,-2,-2
42414,Sugarloaf Mountain,2,23
42415,0,-2,-2
42416,0,-2,-2
42417,0,-2,-2
42418,0,-2,-2
42419,0,-2,-2
42420,0,-2,-2
42421,0,-2,-2
42422,0,-2,-2
42423,0,-2,-2
42424,0,-2,-2
42425,0,-2,-2
42426,0,-2,-2
42427,0,-2,-2
42428,Windham High Peak,2,2
42429,0,-2,-2
42430,0,-2,-2
42431,0,-2,-2
42432,0,-2,-2
42433,0,-2,-2
42434,0,-2,-2
42435,Kaaterskill High Peak,3,14
42436,0,-2,-2
42437,0,-2,-2
42438,0,-2,-2
42439,0,-2,-2
42440,0,-2,-2
42441,0,-2,-2
42442,Twin Mountain,3,13
42443,Indian Head,3,6
42444,0,-2,-2
42445,0,-2,-2
42446,0,-2,-2
42447,0,-2,-2
42448,Hunter Mountain,3,34
42449,Southwest Hunter,3,21
42450,0,-2,-2
42451,0,-2,-2
42452,0,-2,-2
42453,0,-2,-2
42454,0,-2,-2
42455,Bearpen Mountain,3,7
42456,Vly Mountain,3,3
42457,0,-2,-2
42458,0,-2,-2
42459,0,-2,-2
42460,0,-2,-2
42461,0,-2,-2
42462,Black Dome,4,33
42463,Blackhead,4,31
42464,Thomas Cole,4,32
42465,0,-2,-2
42466,0,-2,-2
42467,0,-2,-2
42468,0,-2,-2
42469,0,-2,-2
42470,North Dome,4,10
42471,Sherrill Mountain,4,5
42472,0,-2,-2
42473,0,-2,-2
42474,0,-2,-2
42475,0,-2,-2
42476,0,-2,-2
42477,Graham Mountain,4,29
42478,Balsam Lake Mountain,4,20
42479,Doubletop Mountain,4,28
42480,0,-2,-2
42481,0,-2,-2
42482,0,-2,-2
42483,0,-2,-2
42484,Slide Mountain,4,35
42485,0,-2,-2
42486,0,-2,-2
42487,0,-2,-2
42488,0,-2,-2
42489,0,-2,-2
42490,0,-2,-2
42491,West Kill,5,30
42492,0,-2,-2
42493,0,-2,-2
42494,0,-2,-2
42495,0,-2,-2
42496,0,-2,-2
42497,0,-2,-2
42498,0,-2,-2
42499,0,-2,-2
42500,0,-2,-2
42501,0,-2,-2
42502,0,-2,-2
42503,0,-2,-2
42504,0,-2,-2
42505,Slide Mountain,5,35
42506,0,-2,-2
42507,0,-2,-2
42508,0,-2,-2
42509,0,-2,-2
42510,0,-2,-2
42511,0,-2,-2
42512,Big Indian Mountain,5,17
42513,Fir Mountain,5,11
42514,Eagle Mountain,5,9
42515,0,-2,-2
42516,0,-2,-2
42517,0,-2,-2
42518,0,-2,-2
42519,Black Dome,5,33
42520,Blackhead,5,31
42521,Thomas Cole,5,32
42522,0,-2,-2
42523,0,-2,-2
42524,0,-2,-2
42525,0,-2,-2
42526,0,-2,-2
42527,0,-2,-2
42528,0,-2,-2
42529,0,-2,-2
42530,0,-2,-2
42531,0,-2,-2
42532,0,-2,-2
42533,0,-2,-2
42534,0,-2,-2
42535,0,-2,-2
42536,0,-2,-2
42537,0,-2,-2
42538,0,-2,-2
42539,0,-2,-2
42540,0,-2,-2
42541,0,-2,-2
42542,0,-2,-2
42543,0,-2,-2
42544,0,-2,-2
42545,0,-2,-2
42546,0,-2,-2
42547,0,-2,-2
42548,0,-2,-2
42549,0,-2,-2
42550,0,-2,-2
42551,0,-2,-2
42552,0,-2,-2
42553,0,-2,-2
42554,North Dome,7,10
42555,Sherrill Mountain,7,5
42556,0,-2,-2
42557,0,-2,-2
42558,0,-2,-2
42559,0,-2,-2
42560,0,-2,-2
42561,0,-2,-2
42562,0,-2,-2
42563,0,-2,-2
42564,0,-2,-2
42565,0,-2,-2
42566,0,-2,-2
42567,0,-2,-2
42568,Eagle Mountain,7,9
42569,Balsam Mountain,7,8
42570,0,-2,-2
42571,0,-2,-2
42572,0,-2,-2
42573,0,-2,-2
42574,0,-2,-2
42575,Bearpen Mountain,7,7
42576,Vly Mountain,7,3
42577,0,-2,-2
42578,0,-2,-2
42579,0,-2,-2
42580,0,-2,-2
42581,0,-2,-2
42582,0,-2,-2
42583,0,-2,-2
42584,0,-2,-2
42585,0,-2,-2
42586,0,-2,-2
42587,0,-2,-2
42588,0,-2,-2
42589,Twin Mountain,8,13
42590,Indian Head,8,6
42591,0,-2,-2
42592,0,-2,-2
42593,0,-2,-2
42594,0,-2,-2
42595,0,-2,-2
42596,Rusk Mountain,8,15
42597,0,-2,-2
42598,0,-2,-2
42599,0,-2,-2
42600,0,-2,-2
42601,0,-2,-2
42602,0,-2,-2
42603,Slide Mountain,8,35
42604,Wittenberg Mountain,8,22
42605,Cornell Mountain,8,27
42606,0,-2,-2
42607,0,-2,-2
42608,0,-2,-2
42609,0,-2,-2
42610,0,-2,-2
42611,0,-2,-2
42612,Vly Mountain,8,3
42613,Bearpen Mountain,8,7
42614,0,-2,-2
42615,0,-2,-2
42616,0,-2,-2
42617,0,-2,-2
42618,Lone Mountain,9,19
42619,Rocky Mountain,9,1
42620,Balsam Cap,9,12
42621,Friday Mountain,9,16
42622,0,-2,-2
42623,0,-2,-2
42624,Slide Mountain,9,35
42625,0,-2,-2
42626,0,-2,-2
42627,0,-2,-2
42628,0,-2,-2
42629,0,-2,-2
42630,0,-2,-2
42631,0,-2,-2
42632,0,-2,-2
42633,0,-2,-2
42634,0,-2,-2
42635,0,-2,-2
42636,0,-2,-2
42637,Windham High Peak,9,2
42638,0,-2,-2
42639,0,-2,-2
42640,0,-2,-2
42641,0,-2,-2
42642,0,-2,-2
42643,0,-2,-2
42644,0,-2,-2
42645,Plateau Mountain,10,24
42646,0,-2,-2
42647,0,-2,-2
42648,0,-2,-2
42649,0,-2,-2
42650,0,-2,-2
42651,0,-2,-2
42652,0,-2,-2
42653,0,-2,-2
42654,0,-2,-2
42655,0,-2,-2
42656,0,-2,-2
42657,0,-2,-2
42658,0,-2,-2
42659,Lone Mountain,10,19
42660,Rocky Mountain,10,1
42661,Balsam Cap,10,12
42662,Friday Mountain,10,16
42663,0,-2,-2
42664,0,-2,-2
42665,0,-2,-2
42666,0,-2,-2
42667,0,-2,-2
42668,0,-2,-2
42669,0,-2,-2
42670,0,-2,-2
42671,0,-2,-2
42672,0,-2,-2
42673,Sugarloaf Mountain,10,23
42674,0,-2,-2
42675,0,-2,-2
42676,0,-2,-2
42677,0,-2,-2
42678,0,-2,-2
42679,0,-2,-2
42680,Hunter Mountain,11,34
42681,Southwest Hunter,11,21
42682,0,-2,-2
42683,0,-2,-2
42684,0,-2,-2
42685,0,-2,-2
42686,0,-2,-2
42687,Kaaterskill High Peak,11,14
42688,0,-2,-2
42689,0,-2,-2
42690,0,-2,-2
42691,Twin Mountain,11,13
42692,Indian Head,11,6
42693,0,-2,-2
42694,0,-2,-2
42695,0,-2,-2
42696,0,-2,-2
42697,0,-2,-2
42698,0,-2,-2
42699,0,-2,-2
42700,0,-2,-2
42701,North Dome,11,10
42702,0,-2,-2
42703,0,-2,-2
42704,0,-2,-2
42705,0,-2,-2
42706,0,-2,-2
42707,0,-2,-2
42708,Balsam Mountain,12,8
42709,0,-2,-2
42710,0,-2,-2
42711,0,-2,-2
42712,0,-2,-2
42713,0,-2,-2
42714,0,-2,-2
42715,Graham Mountain,12,29
42716,Balsam Lake Mountain,12,20
42717,0,-2,-2
42718,0,-2,-2
42719,0,-2,-2
42720,0,-2,-2
42721,0,-2,-2
42722,0,-2,-2
42723,0,-2,-2
42724,0,-2,-2
42725,0,-2,-2
42726,0,-2,-2
42727,0,-2,-2
42728,0,-2,-2
42729,0,-2,-2
42730,0,-2,-2
42731,0,-2,-2
42732,Twin Mountain,12,13
42733,Indian Head,12,6
42734,0,-2,-2
42735,Windham High Peak,12,2
42736,0,-2,-2
42737,0,-2,-2
42738,0,-2,-2
42739,0,-2,-2
42740,0,-2,-2
42741,0,-2,-2
42742,0,-2,-2
42743,0,-2,-2
42744,0,-2,-2
42745,0,-2,-2
42746,0,-2,-2
42747,0,-2,-2
42748,0,-2,-2
42749,0,-2,-2
42750,West Kill,1,30
42751,0,-2,-2
42752,0,-2,-2
42753,0,-2,-2
42754,0,-2,-2
42755,0,-2,-2
42756,0,-2,-2
42757,Windham High Peak,1,2
42758,0,-2,-2
42759,0,-2,-2
42760,0,-2,-2
42761,0,-2,-2
42762,0,-2,-2
42763,Rusk Mountain,1,15
42764,Slide Mountain,1,35
42765,0,-2,-2
42766,0,-2,-2
42767,0,-2,-2
42768,0,-2,-2
42769,0,-2,-2
42770,Bearpen Mountain,2,7
42771,Vly Mountain,2,3
42772,0,-2,-2
42773,0,-2,-2
42774,0,-2,-2
42775,0,-2,-2
42776,0,-2,-2
42777,0,-2,-2
42778,0,-2,-2
42779,0,-2,-2
42780,0,-2,-2
42781,0,-2,-2
42782,0,-2,-2
42783,0,-2,-2
42784,Black Dome,2,33
42785,Blackhead,2,31
42786,Thomas Cole,2,32
42787,0,-2,-2
42788,0,-2,-2
42789,0,-2,-2
42790,0,-2,-2
42791,0,-2,-2
42792,0,-2,-2
42793,0,-2,-2
42794,0,-2,-2
42795,0,-2,-2
42796,0,-2,-2
42797,0,-2,-2
42798,0,-2,-2
42799,0,-2,-2
42800,0,-2,-2
42801,0,-2,-2
42802,0,-2,-2
42803,0,-2,-2
42804,0,-2,-2
42805,0,-2,-2
42806,0,-2,-2
42807,0,-2,-2
42808,0,-2,-2
42809,0,-2,-2
42810,0,-2,-2
42811,0,-2,-2
42812,0,-2,-2
42813,0,-2,-2
42814,0,-2,-2
42815,0,-2,-2
42816,0,-2,-2
42817,0,-2,-2
42818,0,-2,-2
42819,0,-2,-2
42820,Plateau Mountain,3,24
42821,0,-2,-2
42822,0,-2,-2
42823,0,-2,-2
42824,0,-2,-2
42825,0,-2,-2
42826,0,-2,-2
42827,0,-2,-2
42828,0,-2,-2
42829,0,-2,-2
42830,0,-2,-2
42831,0,-2,-2
42832,0,-2,-2
42833,0,-2,-2
42834,Cornell Mountain,4,27
42835,Wittenberg Mountain,4,22
42836,0,-2,-2
42837,0,-2,-2
42838,0,-2,-2
42839,West Kill,4,30
42840,0,-2,-2
42841,0,-2,-2
42842,0,-2,-2
42843,0,-2,-2
42844,0,-2,-2
42845,0,-2,-2
42846,0,-2,-2
42847,0,-2,-2
42848,Bearpen Mountain,4,7
42849,Vly Mountain,4,3
42850,0,-2,-2
42851,0,-2,-2
42852,0,-2,-2
42853,0,-2,-2
42854,0,-2,-2
42855,Windham High Peak,4,2
42856,0,-2,-2
42857,0,-2,-2
42858,0,-2,-2
42859,0,-2,-2
42860,0,-2,-2
42861,0,-2,-2
42862,0,-2,-2
42863,0,-2,-2
42864,0,-2,-2
42865,0,-2,-2
42866,0,-2,-2
42867,0,-2,-2
42868,0,-2,-2
42869,Panther Mountain,5,18
42870,0,-2,-2
42871,0,-2,-2
42872,0,-2,-2
42873,0,-2,-2
42874,0,-2,-2
42875,0,-2,-2
42876,Twin Mountain,5,13
42877,Indian Head,5,6
42878,0,-2,-2
42879,0,-2,-2
42880,0,-2,-2
42881,0,-2,-2
42882,0,-2,-2
42883,Graham Mountain,5,29
42884,Balsam Lake Mountain,5,20
42885,Doubletop Mountain,5,28
42886,0,-2,-2
42887,0,-2,-2
42888,0,-2,-2
42889,Slide Mountain,6,35
42890,Wittenberg Mountain,6,22
42891,Cornell Mountain,6,27
42892,0,-2,-2
42893,0,-2,-2
42894,0,-2,-2
42895,0,-2,-2
42896,0,-2,-2
42897,Big Indian Mountain,6,17
42898,Fir Mountain,6,11
42899,0,-2,-2
42900,0,-2,-2
42901,0,-2,-2
42902,0,-2,-2
42903,0,-2,-2
42904,0,-2,-2
42905,0,-2,-2
42906,0,-2,-2
42907,Hunter Mountain,6,34
42908,Southwest Hunter,6,21
42909,0,-2,-2
42910,0,-2,-2
42911,Plateau Mountain,6,24
42912,Sugarloaf Mountain,6,23
42913,0,-2,-2
42914,Windham High Peak,6,2
42915,0,-2,-2
42916,0,-2,-2
42917,0,-2,-2
42918,Hunter Mountain,7,34
42919,Southwest Hunter,7,21
42920,Black Dome,7,33
42921,Blackhead,7,31
42922,Thomas Cole,7,32
42923,0,-2,-2
42924,0,-2,-2
42925,Graham Mountain,7,29
42926,Balsam Lake Mountain,7,20
42927,0,-2,-2
42928,0,-2,-2
42929,0,-2,-2
42930,0,-2,-2
42931,0,-2,-2
42932,Windham High Peak,7,2
42933,0,-2,-2
42934,0,-2,-2
42935,0,-2,-2
42936,0,-2,-2
42937,0,-2,-2
42938,0,-2,-2
42939,Cornell Mountain,7,27
42940,Wittenberg Mountain,7,22
42941,0,-2,-2
42942,0,-2,-2
42943,0,-2,-2
42944,0,-2,-2
42945,0,-2,-2
42946,Kaaterskill High Peak,7,14
42947,0,-2,-2
42948,0,-2,-2
42949,0,-2,-2
42950,0,-2,-2
42951,0,-2,-2
42952,0,-2,-2
42953,Big Indian Mountain,8,17
42954,Fir Mountain,8,11
42955,Eagle Mountain,8,9
42956,Balsam Mountain,8,8
42957,0,-2,-2
42958,0,-2,-2
42959,0,-2,-2
42960,0,-2,-2
42961,Plateau Mountain,8,24
42962,Sugarloaf Mountain,8,23
42963,0,-2,-2
42964,0,-2,-2
42965,0,-2,-2
42966,Hunter Mountain,8,34
42967,Southwest Hunter,8,21
42968,0,-2,-2
42969,0,-2,-2
42970,0,-2,-2
42971,0,-2,-2
42972,0,-2,-2
42973,Halcott Mountain,8,4
42974,0,-2,-2
42975,0,-2,-2
42976,0,-2,-2
42977,0,-2,-2
42978,0,-2,-2
42979,0,-2,-2
42980,0,-2,-2
42981,0,-2,-2
42982,Black Dome,9,33
42983,Blackhead,9,31
42984,Thomas Cole,9,32
42985,0,-2,-2
42986,0,-2,-2
42987,0,-2,-2
42988,Graham Mountain,9,29
42989,Balsam Lake Mountain,9,20
42990,Doubletop Mountain,9,28
42991,0,-2,-2
42992,0,-2,-2
42993,0,-2,-2
42994,0,-2,-2
42995,0,-2,-2
42996,0,-2,-2
42997,0,-2,-2
42998,0,-2,-2
42999,0,-2,-2
43000,0,-2,-2
43001,0,-2,-2
43002,Twin Mountain,9,13
43003,Indian Head,9,6
43004,0,-2,-2
43005,0,-2,-2
43006,0,-2,-2
43007,0,-2,-2
43008,0,-2,-2
43009,Hunter Mountain,10,34
43010,Southwest Hunter,10,21
43011,0,-2,-2
43012,0,-2,-2
43013,0,-2,-2
43014,Slide Mountain,10,35
43015,0,-2,-2
43016,0,-2,-2
43017,0,-2,-2
43018,0,-2,-2
43019,0,-2,-2
43020,0,-2,-2
43021,0,-2,-2
43022,Panther Mountain,10,18
43023,Rusk Mountain,10,15
43024,0,-2,-2
43025,0,-2,-2
43026,0,-2,-2
43027,0,-2,-2
43028,0,-2,-2
43029,0,-2,-2
43030,Black Dome,10,33
43031,Blackhead,10,31
43032,Thomas Cole,10,32
43033,Windham High Peak,10,2
43034,0,-2,-2
43035,0,-2,-2
43036,Bearpen Mountain,10,7
43037,Vly Mountain,10,3
43038,0,-2,-2
43039,0,-2,-2
43040,0,-2,-2
43041,0,-2,-2
43042,Eagle Mountain,11,9
43043,Balsam Mountain,11,8
43044,0,-2,-2
43045,0,-2,-2
43046,0,-2,-2
43047,0,-2,-2
43048,0,-2,-2
43049,0,-2,-2
43050,0,-2,-2
43051,Big Indian Mountain,11,17
43052,Fir Mountain,11,11
43053,Windham High Peak,11,2
43054,0,-2,-2
43055,0,-2,-2
43056,Bearpen Mountain,11,7
43057,Vly Mountain,11,3
43058,0,-2,-2
43059,0,-2,-2
43060,Slide Mountain,11,35
43061,Wittenberg Mountain,11,22
43062,Cornell Mountain,11,27
43063,0,-2,-2
43064,Halcott Mountain,11,4
43065,0,-2,-2
43066,0,-2,-2
43067,0,-2,-2
43068,0,-2,-2
43069,Sherrill Mountain,11,5
43070,0,-2,-2
43071,0,-2,-2
43072,Table Mountain,12,26
43073,Peekamoose Mountain,12,25
43074,Lone Mountain,12,19
43075,Rocky Mountain,12,1
43076,0,-2,-2
43077,0,-2,-2
43078,0,-2,-2
43079,Black Dome,12,33
43080,Blackhead,12,31
43081,Thomas Cole,12,32
43082,0,-2,-2
43083,0,-2,-2
43084,0,-2,-2
43085,Doubletop Mountain,12,28
43086,0,-2,-2
43087,0,-2,-2
43088,0,-2,-2
43089,North Dome,12,10
43090,Sherrill Mountain,12,5
43091,0,-2,-2
43092,0,-2,-2
43093,0,-2,-2
43094,0,-2,-2
43095,Plateau Mountain,12,24
43096,Sugarloaf Mountain,12,23
43097,0,-2,-2
43098,Bearpen Mountain,12,7
43099,Vly Mountain,12,3
43100,Slide Mountain,12,35
43101,0,-2,-2
43102,0,-2,-2
43103,0,-2,-2
43104,0,-2,-2
43105,0,-2,-2
43106,0,-2,-2
43107,0,-2,-2
43108,0,-2,-2
43109,0,-2,-2
43110,0,-2,-2
43111,0,-2,-2
43112,0,-2,-2
43113,0,-2,-2
43114,Hunter Mountain,1,34
43115,Southwest Hunter,1,21
43116,0,-2,-2
43117,0,-2,-2
43118,0,-2,-2
43119,0,-2,-2
43120,0,-2,-2
43121,Table Mountain,1,26
43122,Peekamoose Mountain,1,25
43123,0,-2,-2
43124,0,-2,-2
43125,0,-2,-2
43126,0,-2,-2
43127,Cornell Mountain,1,27
43128,Wittenberg Mountain,1,22
43129,0,-2,-2
43130,0,-2,-2
43131,0,-2,-2
43132,0,-2,-2
43133,0,-2,-2
43134,Twin Mountain,2,13
43135,Friday Mountain,2,16
43136,Indian Head,2,6
43137,Balsam Cap,2,12
43138,0,-2,-2
43139,0,-2,-2
43140,0,-2,-2
43141,Slide Mountain,2,35
43142,Cornell Mountain,2,27
43143,0,-2,-2
43144,0,-2,-2
43145,Hunter Mountain,2,34
43146,Southwest Hunter,2,21
43147,Eagle Mountain,2,9
43148,Rusk Mountain,2,15
43149,Balsam Mountain,2,8
43150,0,-2,-2
43151,0,-2,-2
43152,Wittenberg Mountain,2,22
43153,0,-2,-2
43154,0,-2,-2
43155,Plateau Mountain,2,24
43156,0,-2,-2
43157,0,-2,-2
43158,0,-2,-2
43159,0,-2,-2
43160,0,-2,-2
43161,0,-2,-2
43162,0,-2,-2
43163,0,-2,-2
43164,0,-2,-2
43165,0,-2,-2
43166,0,-2,-2
43167,0,-2,-2
43168,0,-2,-2
43169,0,-2,-2
43170,0,-2,-2
43171,0,-2,-2
43172,0,-2,-2
43173,0,-2,-2
43174,0,-2,-2
43175,0,-2,-2
43176,0,-2,-2
43177,Cornell Mountain,3,27
43178,Wittenberg Mountain,3,22
43179,0,-2,-2
43180,0,-2,-2
43181,0,-2,-2
43182,0,-2,-2
43183,Sugarloaf Mountain,3,23
43184,Eagle Mountain,3,9
43185,0,-2,-2
43186,0,-2,-2
43187,0,-2,-2
43188,0,-2,-2
43189,Rocky Mountain,3,1
43190,Lone Mountain,3,19
43191,0,-2,1
43192,0,-2,-2
43193,0,-2,-2
43194,0,-2,-2
43195,0,-2,-2
43196,0,-2,-2
43197,0,-2,-2
43198,Hunter Mountain,4,34
43199,Southwest Hunter,4,21
43200,Rusk Mountain,4,15
43201,0,-2,-2
43202,0,-2,-2
43203,0,-2,-2
43204,0,-2,-2
43205,0,-2,-2
43206,0,-2,-2
43207,0,-2,-2
43208,0,-2,-2
43209,0,-2,-2
43210,0,-2,-2
43211,Twin Mountain,4,13
43212,Indian Head,4,6
43213,0,-2,-2
43214,0,-2,-2
43215,0,-2,-2
43216,Plateau Mountain,4,24
43217,Sugarloaf Mountain,4,23
43218,0,-2,-2
43219,Halcott Mountain,4,4
43220,0,-2,-2
43221,0,-2,-2
43222,0,-2,-2
43223,0,-2,-2
43224,0,-2,-2
43225,0,-2,-2
43226,North Dome,5,10
43227,Sherrill Mountain,5,5
43228,0,-2,-2
43229,0,-2,-2
43230,0,-2,-2
43231,0,-2,-2
43232,0,-2,-2
43233,Plateau Mountain,5,24
43234,Sugarloaf Mountain,5,23
43235,0,-2,-2
43236,0,-2,-2
43237,0,-2,-2
43238,0,-2,-2
43239,0,-2,-2
43240,Bearpen Mountain,5,7
43241,Vly Mountain,5,3
43242,0,-2,-2
43243,0,-2,-2
43244,Rusk Mountain,5,15
43245,0,-2,-2
43246,0,-2,-2
43247,0,-2,-2
43248,0,-2,-2
43249,0,-2,-2
43250,0,-2,-2
43251,0,-2,-2
43252,0,-2,-2
43253,Bearpen Mountain,6,7
43254,North Dome,6,10
43255,Vly Mountain,6,3
43256,Sherrill Mountain,6,5
43257,0,-2,-2
43258,0,-2,-2
43259,0,-2,-2
43260,0,-2,-2
43261,Graham Mountain,6,29
43262,Doubletop Mountain,6,28
43263,0,-2,-2
43264,0,-2,-2
43265,0,-2,-2
43266,0,-2,-2
43267,0,-2,-2
43268,Panther Mountain,6,18
43269,0,-2,-2
43270,0,-2,-2
43271,0,-2,-2
43272,Halcott Mountain,6,4
43273,0,-2,-2
43274,0,-2,-2
43275,Kaaterskill High Peak,6,14
43276,,-2,-2
43277,,-2,-2
43278,Peekamoose Mountain,6,25
43279,Lone Mountain,6,19
43280,Rocky Mountain,6,1
43281,Table Mountain,6,26
43282,0,-2,-2
43283,0,-2,-2
43284,0,-2,-2
43285,Friday Mountain,7,16
43286,Balsam Cap,7,12
43287,0,-2,-2
43288,0,-2,-2
43289,West Kill,7,30
43290,0,-2,-2
43291,0,-2,-2
43292,0,-2,-2
43293,0,-2,-2
43294,0,-2,-2
43295,0,-2,-2
43296,0,-2,-2
43297,0,-2,-2
43298,0,-2,-2
43299,0,-2,-2
43300,0,-2,-2
43301,0,-2,-2
43302,0,-2,-2
43303,Doubletop Mountain,7,28
43304,0,-2,-2
43305,0,-2,-2
43306,0,-2,-2
43307,0,-2,-2
43308,Rocky Mountain,7,1
43309,Panther Mountain,7,18
43310,Lone Mountain,7,19
43311,Table Mountain,7,26
43312,Peekamoose Mountain,7,25
43313,0,-2,-2
43314,0,-2,-2
43315,0,-2,-2
43316,0,-2,-2
43317,0,-2,-2
43318,0,-2,-2
43319,0,-2,-2
43320,0,-2,-2
43321,0,-2,-2
43322,0,-2,-2
43323,0,-2,-2
43324,Friday Mountain,8,16
43325,Balsam Cap,8,12
43326,0,-2,-2
43327,0,-2,-2
43328,0,-2,-2
43329,0,-2,-2
43330,0,-2,-2
43331,0,-2,-2
43332,0,-2,-2
43333,0,-2,-2
43334,0,-2,-2
43335,0,-2,-2
43336,0,-2,-2
43337,0,-2,-2
43338,Table Mountain,8,26
43339,Peekamoose Mountain,8,25
43340,Lone Mountain,8,19
43341,Rocky Mountain,8,1
43342,0,-2,-2
43343,0,-2,-2
43344,0,-2,-2
43345,Plateau Mountain,9,24
43346,Bearpen Mountain,9,7
43347,Sugarloaf Mountain,9,23
43348,Vly Mountain,9,3
43349,0,-2,-2
43350,0,-2,-2
43351,0,-2,-2
43352,0,-2,-2
43353,0,-2,-2
43354,0,-2,-2
43355,0,-2,-2
43356,0,-2,-2
43357,0,-2,-2
43358,0,-2,-2
43359,Eagle Mountain,9,9
43360,Balsam Mountain,9,8
43361,0,-2,-2
43362,0,-2,-2
43363,0,-2,-2
43364,0,-2,-2
43365,Big Indian Mountain,9,17
43366,Fir Mountain,9,11
43367,0,-2,-2
43368,0,-2,-2
43369,0,-2,-2
43370,0,-2,-2
43371,0,-2,-2
43372,Sherrill Mountain,9,5
43373,North Dome,9,10
43374,,-2,-2
43375,0,-2,-2
43376,0,-2,-2
43377,0,-2,-2
43378,Kaaterskill High Peak,10,14
